author,creator,titles,dates,publishers,languages,subjects,descriptions,earliest_year,latest_year,Frequency,urls,og_dates
Angela Lansbury,"['Lansbury, Angela.']","""['The wedding planner']""",[1990.0],['London Ward Lock'],['eng'],['Weddings.'],['Includes index'],1990.0,1990.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSrPnog2b9rIJ3RFqFhyJFXU53HJ6WwVeDgV8Bk516OgDZ0-Gb1G1YlKDmAzo&s'],['1990']
Anita Loos,"['Loos, Anita,1893-1981.']","""['No mother to guide her. [With illustrations.]']""",[1961.0],"['London,']",['eng'],[nan],[nan],1961.0,1961.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRi_UyU9KKDdjzSzTWE0Fp8gUeOKJuHuxV9AslK8t3ibjbnsjh7nCjIfNSbBw&s'],['[1961]']
Anna Farquhar,"['Farquhar, Anna.']","""['The devil's plough: the romantic history of a soul conflict.']""",[1901.0],"['London,']",['eng'],[nan],[nan],1901.0,1901.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJr07NCP7hp1mFFupW6T9g6h2aKH47Qt-QtKZYMP9i5s5DQJQyX8zu7BR5uik&s'],['1901.']
Anna Kavan,"['Kavan, Anna,1904-1968.']","""['A stranger still.']""",[1935.0],"['London, ']",['eng'],[nan],[nan],1935.0,1935.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ720cGUhvoGa22BjTPutwtNWRHbWBqkKCZcFRsONZQpHHAMkdOVupJvolnHPg&s'],['1935.']
Anne Carson,"['Carson, Anne,1950-']","""['Nay rather ']""",[2013.0],"['Paris : Center for Writers & Translators, American University of Paris ; London : Sylph Editions,']",['eng'],['Context (Linguistics)'],[nan],2013.0,2013.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTsIFw7i3348nPUUtjwKA3hQlE6dPC6Dp9LjxrOF2E4TPGAsYpPvqeAEdKLoM&s'],['2013.']
Anne Tyler,"['Tyler, Anne.', 'Tyler, Anne,1941-']","""['A slipping-down life', 'A patchwork planet ']""","[1983.0, 1998.0]","['London Severn House', 'London : Vintage,']","['eng', 'eng']","[nan, nan]","[nan, 'Originally published: New York : Alfred A. Knopf, 1998.']",1983.0,1998.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSas2oiPy5j3E-2gUyKtGzQkg0SuF7kzOaBC-G7JEV63WRcbOxmhVZRNFvG4A&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLS2x2qaFuGKDs57JFSXlxpOjFIJHLusEtW-oP18UCLfiaUsObA3WnRCaf3w&s']","['1983', '1999, c1998']"
Anthony Burgess,"['Burgess, Anthony,1917-1993.', 'Burgess, Anthony,1917-1993.']","""['Any old iron ', 'Man of Nazareth']""","[1989.0, 1979.0]","['London : Arrow,', 'London Magnum']","['eng', 'eng']","[nan, nan]","[nan, 'Originally published: New York : McGraw-Hill, 1979']",1979.0,1989.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2m9hMoq4maA66lnE4c0nsXqkbBqiiHuqHMPUokwHhxMzJkVvJutQwlg1_Qg&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpKb5L11sQ9To4GluDGp37Pp4SofvJSCxJBHDXS1JqcB--URiSfgaagRvmvL0&s']","['1989.', '1980, c1979']"
Antonio Gala,"['Gala, Antonio.']","""['Obras escogidas ']""",[1981.0],[nan],['   '],[nan],[nan],1981.0,1981.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTS5gj88XsUFPTLzEYXarhUtKSWBZOpyBFNp87oySiAGIFwvP--cDA7kdj0qWE&s'],['1981']
Antony Jay,"['Jay, Antony,1930-']","""['Management and Machiavelli']""",[1987.0],['London Hutchinson Business'],['eng'],['Management.'],['Includes index'],1987.0,1987.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQALiTVawWdF-8tTPQ-6kGKBTbEDCf-eQKb2bGaBGeXCfKGxY0H0R34JdnVcQ&s'],['1987']
Archibald Clavering Gunter,"['Gunter, Archibald Clavering,1847-1907.', 'Gunter, Archibald Clavering,1847-1907.', 'Gunter, Archibald Clavering,1847-1907.']","""['The city of mystery.', 'A princess of Paris. A novel.', 'Baron Montez of Panama and Paris. A novel.']""","[1890.0, 1894.0, 1893.0]","['London, Melbourne and Toronto,', 'London,', 'London,']","['eng', 'eng', 'eng']","[nan, nan, nan]","[nan, nan, nan]",1890.0,1894.0,3,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQemaS0aSJpYtDPXWolkkaJVTmrZjvDfvJDp_EocB2ssp3RzLVjcnib4IbWpA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoVPNB0AYQHp90pb2IIHyJDX9IGWFag0rd-xhwqV9NpmYXotjClVdqaEl6zw&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQakoVeNPpxB1ouepj6A6nqrSJVrGvFcp7vsC60T_FNz-DURI6HX2E-eSd-R-4&s']","['[189-?]', '1894.', '1893.']"
Arno Scholz,"['Scholz, Arno.']","""['Outpost Berlin. [Photographs, with accompanying letterpress and an introductory essay ']""",[1955.0],"['London, ']",['eng'],[nan],[nan],1955.0,1955.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQN8n69q46dXTj0flGgky69tGFF54s9m7bmJOljRa5jfXudRj4h6BooWZ977BU&s'],['[1955]']
Arthur Blair,"['Blair, Arthur.']","""['Stamp collecting']""",[1978.0],['Sevenoaks Teach Yourself Books'],['eng'],['Stamp collecting.'],['Includes bibliographies and index'],1978.0,1978.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVIz7u2hhcmGICr6IMmYV-49Iaq-o84-eIUeVEXYXC0RNsA2ccDCknudqLFM0&s'],['1978']
Arthur Conan Doyle,"['Doyle, Arthur Conan,1859-1930.', 'Doyle, Arthur Conan,1859-1930.', 'Doyle, Arthur Conan,1859-1930.', 'Doyle, Arthur Conan,1859-1930.']","""['The doings of Raffles Haw ', 'The mysterious adventures of Sherlock Holmes ', 'The lost world : being an account of the recent amazing adventures of Professor George E. Challenger, Lord John Roxton, Professor Summerlee, and Mr E.D. Malone of the Daily Gazette ', 'The firm of Girdlestone : a romance of the unromantic ']""","[1910.0, 2004.0, 1998.0, 1892.0]","['London : Cassell,', 'London : Puffin,', 'Oxford : Oxford University Press,', 'London : Chatto & Windus,']","['eng', 'eng', 'eng', 'eng']","[nan, nan, nan, nan]","[nan, 'This selection first published: 1995.', nan, nan]",1892.0,2004.0,4,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPaVvClKlljIYCwGixninxwgMrSi-zIZX2pI4cv9RXE7G7trudocmW3BbiVg&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSioi2lm-ec93JSzjg8vt7ZvPpeglUiEvWV7BI4e_pR2kTO9MtDzVKp8WzWiUY&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVUeUmZ27XZC5B5zoMmikuYhicMWCp45S0Y5VMZ_6frUpP8ytBNM-Ww-aiNQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRC2r09Pi-pAVqvdxCKu9Uh5Jqo_uxRLLccxD_X3377zG5h-QHCYuuwTtySig&s']","['1910.', '2004.', '1998.', '1892.']"
Arthur Miller,"['Miller, Arthur,1915-2005.']","""['Death of a salesman : certain private conversations in two acts and a requiem ']""",[1999.0],"['New York : Penguin Books,']",['eng'],['Fathers and sons'],['BNA'],1999.0,1999.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgCFF6yDuQ_U7jUvAiaRGorZbF5GiJMvLiipysJGTlVDUHH0j8FG8dLnuJFGk&s'],['1999.']
Ashley Hay,"['Hay, Ashley.']","""['Herbarium ']""",[2004.0],"['Cambridge : Cambridge University Press,']",['eng'],['Botanical specimens'],['Includes bibliographical references (p. 151-152) and index.'],2004.0,2004.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEeJjE-vizsT0OsMk4T6iRPO4mSQWwuqz39VVkTWi5Hq0iJR8n9s13HJJRpQ&s'],['2004.']
Athol Fugard,"['Fugard, Athol.']","""['Boesman and Lena a play in two acts']""",[1973.0],['London Oxford University Press'],['eng'],['English drama.'],"['Originally published, Cape Town: Balkema, 1966']",1973.0,1973.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyyVdBG4w1rnJzknG1orPF304HmftVp398_F2aIRqwqx2vVJgtdCZyffquXOQ&s'],['1973']
August Strindberg,"['Strindberg, August,1849-1912.Dödsdansen.']","""['Dance of death : a version of August Strindberg's Dance of death ']""",[2000.0],"['Belfast : Lagan Press,']",['eng'],[nan],[nan],2000.0,2000.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqJs4yduc0tVW3q_-eRp3BsWwYros9VaPJdGiy_AOgFSNRViYItqmueAG-3A&s'],['2000.']
Barbara Hambly,"['Hambly, Barbara.', 'Hambly, Barbara.', 'Hambly, Barbara.']","""['The silent tower', 'Dragonshadow ', 'Children of the Jedi ']""","[1987.0, 1999.0, 1995.0]","['London Unwin', 'London : HarperCollins,', 'London : Bantam,']","['eng', 'eng', 'eng']","[nan, nan, nan]","[nan, '""Voyager.""', nan]",1987.0,1999.0,3,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScr5O4hzDzhTjEEq_g1GqT2SHXJ-7MNDBTprabWAMJLLAluJX4gpLN86jijQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkH_bF1d0xFigft-8c8QGr0dVIcbjBD6GFZzthmZHjRfm7fHLsG8nRIa1K2A&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpc-9bgF1MxcbL6Gy3guEpYhQ2aZ3xpaceZvm0kkzj8gHs11ZxSEr-0P-1dg&s']","['1987', '1999.', '1995.']"
Barbara W. Tuchman,"['Tuchman, Barbara W.(Barbara Wertheim),1912-1989.']","""['The march of folly : from Troy to Vietnam ']""",[1990.0],"['London : Abacus,']",['eng'],['World history.'],['Includes bibliographical references and index'],1990.0,1990.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRENcRiYBtv5kTnx9a1Y8D-YZPSpNQ_g3OjkmFBcNHh41A8Wdy12W8Kxfer0s&s'],
Barry Humphries,"['Humphries, Barry.']","""['Barry Humphries' treasury of Australian kitsch']""",[1980.0],['London Macmillan'],['eng'],['Kitsch'],[nan],1980.0,1980.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJoq6T-Qhib9WfSXXqYEeEO5jFOVb5dL5--9KvmLB0cgZSFpwcc3RVwk6e6Q&s'],['1980']
Basanta Kumar Mallik,"['Mallik, Basanta Kumar.']","""['The individual and the group. An Indian study in conflict.']""",[1939.0],"['London,']",['eng'],[nan],[nan],1939.0,1939.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRx4_JzDPhdyh8IANU8VAwDu8O1AZWmqP4ufSG5EA9iJa50wfARpvDYYVWtJGE&s'],['1939.']
Ben Bova,"['Bova, Ben,1932-', 'Bova, Ben,1932-']","""['The starcrossed ', 'The winds of Altair']""","[1990.0, 1983.0]","['London : Mandarin,', 'London Methuen']","['eng', 'eng']","[nan, nan]","[nan, 'Originally published: New York : Doherty, 1983']",1983.0,1990.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOjBCIKF8BIcm6ad0EeTle4KwiA2szZVOwfOwMI3bzPJEE2z0BDi-C0nRF7Q&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6-g0YpTo9MA5mD237YUJnAS0snGhS06bg3Y6ANyc3xLIlYim72GmI6vq33ik&s']","['1990.', '1984, c1983']"
Ben Jonson,"['Jonson, Ben,1573?-1637.', 'Jonson, Ben,1573?-1637.', 'Jonson, Ben,1573?-1637.', 'Jonson, Ben,1573?-1637.']","""['Selected poetry ', 'Ben Jonson's the alchemist ', 'Epicoene; or, the silent woman. A comedy. As it is acted at the Theatre-Royal, by Her Majesty's servants. Written by Benj. Johnson.', 'Ben Johnson's jests: or the wit's pocket companion. Being a new collection of the most ingenious jests, ... To which is added, a choice collection of the newest conundrums, best riddles, entertaining rebusses, satirical epigrams, humourous epitaphs, facetious dialogues, merry tales, jovial songs, fables, &c. &c. &c.']""","[1992.0, 1950.0, 1709.0, 1790.0]","['London : Penguin,', 'Louvain, ', 'London : printed for J. Tonson; and sold by Joseph Archer,', 'Dublin : printed by P. Wogan,']","['eng', 'eng', 'eng', 'eng']","[nan, nan, nan, nan]","[nan, nan, 'ESTC', 'ESTC']",1709.0,1992.0,4,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxFvlQr9v8YDEn9uGQmr6NTMyhXV8uIw4OEPuHPUeAFfWyQRUwoGj9f53lXA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGM3o6OtLeoNYTr6xo0kfcaDZ3OrnkdkH7o2CeUeK-Azi7ivtB-pJpjd73d64&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdZrrUBkdmXWrdm-dJ0ms6alCSOSVTlgJM6UvDUdaO9-s99xBvDIyb567MyQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPOY1V3yV7gR2O5WQrtVEfWLBY2ntYkG5RNcSDGhsKNelXV9PR73az0WrC9m4&s']","['1992.', '1950.', '1709.', '[1790?]']"
Ben Schwartz,"['Schwartz, Ben.']","""['Grandma's dead : breaking bad news with baby animals ']""",[2008.0],"['London : Boxtree,']",['eng'],['Animals'],[nan],2008.0,2008.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkVV6tqa1TBVZ9uiIc8bOC73JJQgWSa7lY1GhxAzMrnK0DYvXfEfY7ZK3jvj4&s'],['2008.']
Ben Travers,"['Travers, Ben,1886-1980']","""['Rookery Nook']""",[1977.0],['London W.H. Allen'],['eng'],['English fiction.'],"['Originally published: London : J. Lane, 1923']",1977.0,1977.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWnJJuA_vMgkd58kMZLVByORmRwU0xdtqPPqFKC78sGLsG5fCguYlf47q3sw&s'],['1977']
Benny Goodman,"['Goodman, Benny,1909-1986.']","""['Benny Goodman : wrappin' it up ']""",[1996.0],"['Lanham, Md. : Scarecrow Press,']",['eng'],['Jazz musicians'],['Includes bibliographical references and indexes'],1996.0,1996.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqfOCGQOO1XWcsZhJ13hs_OHoQPIJ2zBx_r1ojJ0-4qS-gBq53VzsKIZj06-8&s'],['1996.']
Bernard Levin,"['Levin, Bernard,1928-']","""['A world elsewhere ']""",[1994.0],"['London : Cape,']",['eng'],['Utopias in literature.'],['Includes index'],1994.0,1994.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSbWW5Pii6adgEXymYHyFN1p8kNo0Q6otC06pTgPLneB8EpCxt1zGDxsExbcA&s'],['1994.']
Bernard Shaw,"['Shaw, Bernard,1856-1950.', 'Shaw, Bernard,1856-1950.How he lied to her husband.', 'Shaw, Bernard,1856-1950.', 'Shaw, Bernard,1856-1950.', 'Shaw, Bernard,1856-1950.', 'Shaw, Bernard,1856-1950.', 'Shaw, Bernard,1856-1950,writer of preface.']","""['Everybody's political what's what? ', 'Candida &, How he lied to her husband facsimiles of the holograph manuscripts ', 'The complete plays of Bernard Shaw.', 'Is free trade alive or dead? : a lecture ; at the Glasgow Fabian Society at the City Hall, Glasgow, Oct. 2nd, 1903 ', 'Buoyant billions ', 'The common sense of municipal trading.', 'Not available.']""","[1945.0, 1981.0, 1931.0, 1906.0, 1949.0, 1908.0]","['London : Constable', 'New York London Garland', 'London,', 'London : Printed for private circulation by G. Standring,', '[London],', 'London, ', nan]","['eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']","['Political science.', 'Manuscripts, English', nan, 'Free trade.', nan, nan, 'Davies, W. H. (William Henry), 1871-1940.']","['Includes index.', 'Contents: Candida. Facsimile reprints of British Library Add. Mss. 50603, A-C - How he lied to her husband. Facsimile reprint of British Library Add. Ms. 50614', nan, nan, nan, nan, ""Publisher's catalogue number JCP 15.""]",1906.0,1981.0,6,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQSKNqALiefNCC79M6EFaqnQa9xKKs8V8tBdf3swX2O8WGZaeDKZnM6ZO-DJQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlo9AhwrqZ95CccXAx6DG7ZA_Si9Fr6KVjdEl2VyfaU28Mj6ItoM4pcs2fcco&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsIOLMPU1r9daJ5d_nKtKqTfjEmFTFBfH1LsSnIAqs-jb19RtMGZnBQQsjCaY&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRBeC-yrOn6xbqHi1dCzqduQlZd1Mp-sXRqqX7fb0iVHEyA5BZoJyPcodEQA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRjIm-72txZQtMQpqgpPGAX8YuLoSkUskGLR1Ystn1jJJm1wce5HlVoKoDgw&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwHk58uQkXRKAdD2EapdmOYOUymw1Hf4-JgYUCJ5IGPQkUKdpbbBo5yJi3dw&s']","['1945', '1981', '1931.', '1906.', '1949.', '1908.', nan]"
Bertolt Brecht,"['Brecht, Bertolt,1898-1956.Arturo Ui.', 'Brecht, Bertolt,1898-1956.']","""['The resistible rise of Arturo Ui; a gangster spectacle.', 'Parables for the theater. Revised English versions by Eric Bentley. [With plates.]']""","[1972.0, 1965.0]","['New York ; London : S. French', 'Minneapolis,']","['eng', 'eng']","[nan, nan]","[nan, nan]",1965.0,1972.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9x208MBNlitGDMGRNob1PCK8dU7SfjNRjwkXEh8WB0WvGT7LW2qojkPkMsA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSnWYGmQt8w3kD_yno9VJFn8Tv7q5-Yn1sH0jJjtsHLTL2zUpwmFVLX_Hhwyw&s']","['[c1972]', '[1965]']"
Beverley Dunlop,"['Dunlop, Beverley,1935-']","""['Spirits of the lake ']""",[1988.0],"['Auckland : Hodder and Stoughton,']",['eng'],[nan],[nan],1988.0,1988.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQma0Snen8AXL4eZ9-HkvojqDptlkX_rqEzaXISequAvcpTe6vmP2SLm9QNz2w&s'],['1988.']
Bharati Mukherjee,"['Mukherjee, Bharati.']","""['The middleman : and other stories ']""",[1990.0],['London : Virago'],['eng'],[nan],[nan],1990.0,1990.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMOWEsKzJjWTBIPJ5_zmLwl7-Nj4crrIYVYNpCQ1tDYCJ8h-Ffn2hR0yQQnA&s'],['1990']
Bill Cosby,"['Cosby, Bill,1937-']","""['Love & marriage ']""",[1990.0],"['Bath : Chivers Press,']",['eng'],[nan],"['Originally published: New York, N.Y. : Doubleday, 1989.']",1990.0,1990.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTc69Bz7T9J-t51OarAis6Zw9NTUQVTHRJgZ78REtBE42qGESPFvvMh4S8iib8&s'],"['1992, c1989.']"
Bill Oddie,"['Oddie, Bill.']","""['Bill Oddie's Birds about town : a colouring guide ']""",[1992.0],"['London : Piccolo,']",['eng'],[nan],[nan],1992.0,1992.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5UwyW6N6qnxtElf6vSuWdam5nAp668_-MXpRXCNiQyteod8ayrW_C0RL9vw&s'],['1992.']
Bill Peet,"['Peet, Bill.']","""['Hubert's hair-raising adventure']""",[1959.0],['London Deutsch'],['eng'],[nan],[nan],1959.0,1959.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzTORLltvxgOzlv2H1JNEQGQYjwrU8qrANWEL3NGyaAowDm16CgSaP_VXwaJs&s'],"['1960, c1959']"
Bob Dylan,"['Dylan, Bob,1941-.']","""['Lyrics, 1962-1985']""",[1986.0],['London Paladin'],['eng'],[nan],['Includes index'],1986.0,1986.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWdtndBwKYJj4iELdym-IBs3T4Y8iCGGyU0zh4eysFgPRpIRUiIbW9I0UwI40&s'],"['1988, c1985']"
Bonnie Burton,"['Burton, Bonnie,1972-']","""['Girls against girls ']""",[2011.0],"['London : A. & C. Black,']",['eng'],['Female friendship'],"['Originally published: San Francisco : Zest Books, 2009.']",2011.0,2011.0,1,['//www.gstatic.com/search_trustx/visibility_off_icon_p600-fc0fcd3cc6b30b7d85289bc9f0a7298a.png'],['2011.']
Booker Taliaferro Washington,"['Washington, Booker Taliaferro.', 'Washington, Booker Taliaferro.']","""['Tuskegee & its people: their ideals and achievements ', 'Up from slavery. An autobiography. [With a portrait.]']""","[1905.0, 1911.0]","['New York,', 'London, ']","['eng', 'eng']","[nan, nan]","[nan, nan]",1905.0,1911.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlg5p1TY3-5JOXvVqRlHIYf4CdukAQMWWnlg6qMsspOTU_HV_ZPiBcfdvH1g&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRD5q_Y-c1y2isEK1WnPVlLtCBPmKM85qNz7bZwXjj-Vuuwpz392KRndPDpIw&s']","['1905.', '[1911]']"
Brenda Thompson,"['Thompson, Brenda.']","""['Learning to teach']""",[1973.0],['London Sidgwick and Jackson'],['eng'],['Elementary schools'],['Bibliographyp.207-208'],1973.0,1973.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSD45jVN5Hj-ls4G2tlJer0Kj_RkxLa55W0HTTqR_EZ7NObMqklMcG_Ayl3DwA&s'],['1973']
Brendan Clifford,"['Clifford, Brendan.', 'Clifford, Brendan.', 'Clifford, Brendan.']","""['An arguement on behalf of the Catholics of Ireland (1791) ', 'Scripture politics : selections from the writings of William Steel Dickson the most influential United Irishman of the North ', 'Government without opposition ']""","[1992.0, 1991.0, 1986.0]","['Belfast : Athol Books,', 'Belfast : Athol Books,', 'Belfast : Athol,']","['eng', 'eng', 'eng']","[nan, nan, nan]","['Cover title.', nan, 'Cover title.']",1986.0,1992.0,3,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtId9N7qcaTZByow4qkZ7afOZHAAGrZfhKd0TYWQTQDRa4xI4oDmBPEaWke1s&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrdlshrh66Hk5ljJf8pd7Ec0HbpkAeKu6SKQu5lbDRFRZ9lnJRr7Xm2q-ZfO0&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSG-ARkp7K_dSr65MxLpLsQH9D3cikDauSXoLrjQW3dgEsuPg54HXgF6OnkpHk&s']","['1992.', 'c1991.', '1986.']"
Brian Glanville,"['Glanville, Brian.', 'Glanville, Brian.']","""['After Rome, Africa. A novel of suspense.', 'Goalkeepers are different']""","[1959.0, 1971.0]","['London, ', 'London Hamilton']","['eng', 'eng']","[nan, ""Children's stories.""]","[nan, nan]",1959.0,1971.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2JbFKdXlhmSD0w9_9xmNZW9qbvUpRO4xBV1qqPJizP-ma1HaaSyA1i-_-7Qk&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZrPwQy_7MBYoOZ88fyoSXwvCoG-d3nW7X7C31Sd-6hnYnPbTw_9ZxvwcS_w&s']","['1959.', '1971']"
Brian Jones,"['Jones, Brian.']","""['The colonel's table : recipes & tales ']""",[1994.0],"[""London : Brassey's,""]",['eng'],"['Cooking, British.']",[nan],1994.0,1994.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1eOffImr-8oyzHoyOXVE9ZfwlnVG_edzEPKmD5OU7K-NUTvsFEwuxEOhclWk&s'],['1994.']
Brian May,"['May, Brian.']","""['Interactive Japanese. an introductory course ']""",[1996.0],"['Tokyo ; London : Kodansha International,']",['eng'],[nan],['Text in English or Japanese.'],1996.0,1996.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQHg2sypa3sdBirqDDmLQFKYpb_ipyrDPmyun_bxWDeuc1f6EaDMFjJWKP_Wc&s'],['1996.']
Brian W. Aldiss,"['Aldiss, Brian W.(Brian Wilson),1925-2017.', 'Aldiss, Brian W.(Brian Wilson),1925-2017.', 'Aldiss, Brian W.(Brian Wilson),1925-2017.', 'Aldiss, Brian W.(Brian Wilson),1925-2017.', 'Aldiss, Brian W.(Brian Wilson),1925-2017.', 'Aldiss, Brian W.(Brian Wilson),1925-2017.']","""['Helliconia spring', 'A Plutonian monologue on his wife's death ', 'Greybeard.', 'Life in the West', 'The dark sun rises : some poems ', 'Forgotten life']""","[1982.0, 2000.0, 1964.0, 1981.0, 2003.0, 1988.0]","['London Cape', 'Folkestone : Frogmore,', 'London,', 'London Corgi', '[London?] : Avernus Media,', 'Gollancz']","['eng', 'eng', 'eng', 'eng', 'eng', 'eng']","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Originally published: London : Weidenfeld & Nicolson, 1980', 'Limited ed. of 50 copies.', nan]",1964.0,2003.0,6,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrqLNCW0psqg8MxzfS-LF2hhWdUK8muVuAyTDj6Xcu8dg4G6SJxzaQBhH1IQA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgMqmS3P0jHpB962lBIIjgowOzhFWJ97CDHlq5-TIDYQnHygcxmDd5lYuxQ_8&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6EOWTDVAginKirdOFyD6t36QT016BDqPht3HkXNH5MJ_JakRyNEiBBJ5t16s&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPqWAmsl8vfKS7-xuXvvmdfzh9l_M-uAYl89exoX0lJlZuyDc7mKKpubfNmXA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCBv-uW27YLI0ai7IMBYxaqPE85uv1QIeFNM83nItCQIivLDvFx7UqP308gQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTs2Yiuuc71ZHz_cfUzy67VHOyaltah7Wbhnbo4k1obEpNzRMIZcjjw4e7StA&s']",
Brion Gysin,"['Gysin, Brion.']","""['Dreamachine plans ']""",[1992.0],"['Brighton : Temple Press,']",['eng'],[nan],[nan],1992.0,1992.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScT0eqGJoufEpzuY89X0uCGRZxZnc1IUdegz4aIHHV01xI69fSOFhvql7esw&s'],['c1992.']
Bruce Dickinson,"['Dickinson, Bruce.']","""['The missionary position ']""",[1992.0],"['London : Sidgwick & Jackson,']",['eng'],[nan],[nan],1992.0,1992.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7oVvX_-nFFKSJfcf0xWziH_Dseg9pBgJdFrJVusV0NtQ3kIYQgDUkyAQVug&s'],['1992.']
